,Name,CountryCode,Population
806,Nairobi,KEN,2290000
684,Naha,JPN,299851
658,Nagoya,JPN,2154376
497,Nagar Coil,IND,190084
468,Nagaoka,JPN,192407
451,Nagano,JPN,361391
237,Naga,PHL,137810
508,Nadiad,IND,167051
582,Nablus,PSE,100231
882,MÃ¼nster,DEU,264670
888,MÃ¼lheim an der Ruhr,DEU,173895
187,MÃ¡laga,ESP,530553
527,MytiÅ¡tÅ¡i,RUS,155700
67,Mymensingh,BGD,188713
980,Mykolajiv,UKR,508000
777,Myingyan,MMR,103600
659,Mwene-Ditu,COD,137459
483,Muzaffarnagar,IND,240609
816,Muzaffargarh,PAK,121600
724,Musashino,JPN,134426
338,Murwara (Katni),IND,163431
876,Munich [MÃ¼nchen],DEU,1194560
439,Mumbai (Bombay),IND,10500000
581,Mount Darwin,ZWE,164362
585,Mosul,IRQ,879000
12,Mostaganem,DZA,115212
129,MossorÃ³,BRA,214901
388,Morvi,IND,90357
945,Morogoro,TZA,117800
457,Morioka,JPN,287353
475,Moriguchi,JPN,155941
346,Morena,IND,147124
641,Monza,ITA,119516
516,MontrÃ©al,CAN,1016376
975,MonterÃ­a,COL,248245
78,Mons,BEL,90935
696,Monrovia,LBR,850000
769,Monaco-Ville,MCO,1234
287,Mojokerto,IDN,96626
107,Moji-GuaÃ§u,BRA,123782
72,Moji das Cruzes,BRA,339194
371,Moga,IND,108304
897,Moers,DEU,106837
377,Modinagar,IND,101660
635,Modena,ITA,176022
761,Mobara,JPN,91664
725,Miyakonojo,JPN,133183
693,Mito,JPN,246559
181,Mit Ghamr,EGY,101801
697,Misrata,LBY,121669
494,Mishima,JPN,109699
928,Mishan,CHN,132744
337,Mirzapur-cum-Vindhyachal,IND,169336
682,Miryang,KOR,121501
537,Miraj,IND,125407
485,Minoo,JPN,127026
41,MingÃ¤Ã§evir,AZE,93900
813,Mingora,PAK,174500
628,Milano,ITA,1300977
259,Milagro,ECU,124177
248,Midsayap,PHL,105760
357,Midnapore (Medinipur),IND,125498
943,Miaoli,TWN,90000
577,Mianyang,CHN,262947
739,Metepec,MEX,194265
561,Metairie,USA,149428
632,Messina,ITA,259156
538,Meru,KEN,94947
960,Mersin (IÃ§el),TUR,587212
32,Mendoza,ARG,123027
249,Melipilla,CHL,91056
56,Melbourne,AUS,2865329
906,Mekka,SAU,965700
326,Mekele,ETH,96938
929,Meixian,CHN,132156
882,Meihekou,CHN,209038
578,Meerut Cantonment,IND,94876
450,Meerut,IND,753778
968,MedellÃ­n,COL,1861265
268,Medan,IDN,1843919
317,Mdantsane,ZAF,182639
656,Mbuji-Mayi,COD,806475
0,Mazar-e-Sharif,AFG,127800
835,MayagÃ¼ez,PRI,98434
773,Maxixe,MOZ,93985
107,MauÃ¡,BRA,375055
351,Maunath Bhanjan,IND,136697
668,Matsuyama,JPN,466133
487,Matsusaka,JPN,123582
699,Matsumoto,JPN,206801
723,Matsubara,JPN,135010
770,Matola,MOZ,424662
486,Mathura,IND,226691
302,MatarÃ³,ESP,104095
274,Mataram,IDN,306600
989,Matadi,COD,172730
805,Masqat,OMN,51969
592,Mashhad,IRN,1887405
781,Masaya,NIC,88971
89,MarÃ­lia,BRA,188691
615,Marv Dasht,IRN,103579
755,MartÃ­nez de la Torre,MEX,118815
849,Marseille,FRA,798430
515,Maroua,CMR,143000
784,Markham,CAN,189098
116,MaringÃ¡,BRA,286461
222,Marikina,PHL,391170
917,Maribor,SVN,115532
201,Marbella,ESP,101144
238,Marawi,PHL,131090
610,Maragheh,IRN,132318
97,MaracanaÃº,BRA,162022
95,MarabÃ¡,BRA,167795
21,Mar del Plata,ARG,512880
899,Maoming,CHN,178683
625,Manzhouli,CHN,120023
257,Manta,ECU,164739
369,Mango,IND,110024
546,Mandya,IND,120265
226,Mandaue,PHL,259728
577,Mandasor,IND,95758
225,Mandaluyong,PHL,278474
131,Manchester,GBR,430000
92,Manaus,BRA,1255049
780,Managua,NIC,959000
25,Malvinas Argentinas,ARG,290335
255,Malungon,PHL,93232
272,Mallawi,EGY,119283
251,Malita,PHL,100000
607,Malayer,IRN,144373
240,Malaybalay,PHL,123672
962,Malatya,TUR,330312
366,Malasiqui,PHL,113190
406,Malang,IDN,716862
337,Malabon,PHL,338855
848,Malabo,GNQ,40000
797,Makurdi,NGA,123100
333,Makati,PHL,444867
289,Majalaya,IDN,93200
504,Maizuru,JPN,94784
151,Maidstone,GBR,90878
365,Mahbubnagar,IND,116833
88,MagÃ©,BRA,196147
425,Magelang,IDN,123800
687,Maebashi,JPN,284473
280,Madrid,ESP,2879052
553,Madison,USA,208054
749,Macuspana,MEX,133795
570,Macon,USA,113336
510,Machilipatnam (Masulipatam),IND,159110
255,Machala,ECU,210368
808,Machakos,KEN,116293
161,MacaÃ©,BRA,125597
120,MacapÃ¡,BRA,256033
700,Macao,MAC,437500
232,Mabalacat,PHL,171045
9,Maastricht,NLD,122087
743,LÃ¡zaro CÃ¡rdenas,MEX,170878
106,LuziÃ¢nia,BRA,125597
867,Luzhou,CHN,262892
264,Luxor,EGY,360503
207,Luton,GBR,183000
829,Luoyang,CHN,760000
934,Luohe,CHN,126438
873,Lund,SWE,98948
889,Ludwigshafen am Rhein,DEU,163771
294,Lucknow,IND,1619115
554,Lubbock,USA,199564
360,Lubao,PHL,125699
904,Luanshya,ZMB,118100
15,Luanda,AGO,2022000
573,Lowell,USA,105167
932,Loudi,CHN,128418
759,Los Cabos,MEX,105199
243,Los Angeles,CHL,158215
267,Longyearbyen,SJM,1438
924,Longyan,CHN,134481
613,Longjing,CHN,139417
546,Long Beach,USA,461522
519,London,CAN,339917
195,London,GBR,7285000
951,LomÃ©,TGO,375000
25,Lobito,AGO,130000
301,Lleida (LÃ©rida),ESP,112207
637,Livorno,ITA,161673
576,Livonia,USA,100545
130,Liverpool,GBR,461000
919,LiuÂ´an,CHN,144248
515,Lipetsk,RUS,521000
344,Lipa,PHL,218447
856,Linyi,CHN,324720
935,Linqing,CHN,123958
871,LinkÃ¶ping,SWE,133168
175,Linhares,BRA,106278
594,Linfen,CHN,187309
552,Lincoln,USA,225581
852,Lille,FRA,184657
987,Likasi,COD,299118
256,Ligao,PHL,90603
695,Liepaja,LVA,89439
567,Liaoyuan,CHN,354141
557,Liaoyang,CHN,492559
852,Lianyungang,CHN,354139
940,Lianyuan,CHN,118858
913,Liangcheng,CHN,156307
428,Lhokseumawe,IDN,109600
939,Lhasa,CHN,120000
298,LeÃ³n,ESP,139809
569,Leshan,CHN,341128
393,Les Abymes,GLP,62947
762,Lerma,MEX,99714
757,Lerdo,MEX,112272
922,Lengshuijiang,CHN,137994
931,Leiyang,CHN,130115
879,Leipzig,DEU,489532
200,Leicester,GBR,294000
846,Legnica,POL,109335
351,Legazpi,PHL,157010
194,LeganÃ©s,ESP,173163
198,Leeds,GBR,424194
646,Lecce,ITA,98208
399,Le-Cap-HaÃ¯tien,HTI,102233
854,Le Mans,FRA,146105
170,Lauro de Freitas,BRA,109236
329,Latur,IND,197408
642,Latina,ITA,114099
776,Lashio (Lasho),MMR,107600
283,Las Palmas de Gran Canaria,ESP,354757
687,Larisa,GRC,113090
623,Laohekou,CHN,123366
383,Laoag,PHL,94466
34,LanÃºs,ARG,469735
820,Lanzhou,CHN,1565800
610,Langfang,CHN,148105
568,Lancaster,USA,118718
824,LambarÃ©,PRY,99681
341,Lalbahadur Nagar,IND,155500
562,Lakewood,USA,144126
886,Laizhou,CHN,198664
751,Lagos de Moreno,MEX,127949
782,Lagos,NGA,1518000
647,La Spezia,ITA,95504
245,La Serena,CHL,137409
252,La Romana,DOM,140204
31,La Rioja,ARG,138117
83,La Paz,BOL,758141
19,La Matanza,ARG,1266461
266,La Ceiba,HND,89200
946,KÃ¸benhavn,DNK,495699
804,KÃ¶kshetau,KAZ,123400
534,Kyzyl,RUS,101100
672,Kyongju,KOR,272968
670,Kwangmyong,KOR,350914
747,Kuwana,JPN,106121
693,Kuwait,KWT,28859
702,Kushiro,JPN,197608
497,Kusatsu,JPN,106232
322,Kurnool,IND,236800
700,Kure,JPN,206504
672,Kurashiki,JPN,425103
422,Kupang,IDN,129300
818,Kunming,CHN,1829500
794,Kumo,NGA,148000
349,Kumbakonam,IND,139483
390,Kumasi,GHA,385192
331,Kukatpalle,IND,185378
940,Kueishan,TWN,112195
706,Kuching,MYS,148059
703,Kuala Lumpur,MYS,1297526
714,Ksar el Kebir,MAR,107065
884,Krefeld,DEU,241769
991,Krasnyi LutÅ¡,UKR,101000
987,Kramatorsk,UKR,186000
836,KrakÃ³w,POL,738150
512,Kragujevac,YUG,147305
916,KoÅ¡ice,SVK,241874
401,Kowloon and New Kowloon,HKG,1987996
236,Koudougou,BFA,105000
705,Kota Bharu,MYS,219582
304,Kota,IND,537371
992,Kostjantynivka,UKR,95000
455,Koshigaya,JPN,301446
822,Koror,PLW,12000
529,Korolev,RUS,132400
911,Korla,CHN,159344
680,Koriyama,JPN,330335
359,Korba,IND,124501
757,Konan,JPN,95521
520,Komsomolsk-na-Amure,RUS,291600
495,Komatsu,JPN,107937
721,Komaki,JPN,139827
986,Kolwezi,COD,417810
466,Kolhapur,IND,406370
496,Kokubunji,JPN,106996
742,Koganei,JPN,110969
467,Kofu,JPN,199753
659,Kobe,JPN,1425139
558,Knoxville,USA,173890
208,Klerksdorp,ZAF,261911
655,Klagenfurt,AUT,91141
903,Kitwe,ZMB,288600
783,Kitchener,CAN,189959
741,Kitami,JPN,111295
661,Kitakyushu,JPN,1016264
537,Kisumu,KEN,192733
703,Kishiwada,JPN,197276
532,Kiseljovsk,RUS,110000
491,Kiryu,JPN,118326
516,Kirov,RUS,466200
438,Kioto,JPN,1461974
985,Kinshasa,COD,5064000
875,Kingstown,VCT,17100
202,Kingston upon Hull,GBR,262000
436,Kingston,JAM,103962
505,Kimitsu,JPN,93216
673,Kimhae,KOR,256370
678,Kimchon,KOR,147027
664,Kimchaek,PRK,179000
316,Kimberley,ZAF,197254
250,Kidapawan,PHL,101205
65,Khulna,BGD,663340
931,Khujand,TJK,161500
606,Khoy,IRN,148944
600,Khorramabad,IRN,272815
402,Khomeynishahr,IRN,165888
502,Kharagpur,IND,177989
522,Khandwa,IND,145133
595,Kermanshah,IRN,692986
397,Kerman,IRN,384991
288,Kendari,IDN,94800
796,Kelowna,CAN,89442
704,Kelang,MYS,243355
933,Keelung (Chilung),TWN,385201
276,Kediri,IDN,253760
996,KecskemÃ©t,HUN,105606
961,Kayseri,TUR,475657
439,Kawasaki,JPN,1217359
477,Kawanishi,JPN,149794
669,Kawaguchi,JPN,452155
453,Kawagoe,JPN,327211
489,Kawachinagano,JPN,119666
838,Katowice,POL,345934
466,Kasukabe,JPN,201838
688,Kasugai,JPN,282348
507,Kashiwazaki,JPN,91229
454,Kashiwa,JPN,320296
975,Kars,TUR,93000
391,Karbala,IRQ,296705
420,Karawang,IDN,145000
760,Kanuma,JPN,93053
541,Kanton [Guangzhou],CHN,4256300
386,Kanpur Cantonment,IND,93109
442,Kanpur,IND,1874409
783,Kano,NGA,674100
571,Kanchrapara,IND,100194
344,Kanchipuram,IND,150100
445,Kanazawa,JPN,455386
657,Kananga,COD,393030
506,Kameoka,JPN,92398
479,Kamarhati,IND,266889
709,Kamakura,JPN,167661
500,Kamagaya,JPN,100821
446,Kalyan,IND,1014557
218,Kalookan,PHL,1177604
517,Kaliningrad,RUS,424400
992,Kalemie,COD,101309
690,Kakogawa,JPN,266281
483,Kakamigahara,JPN,131831
622,Kaiyuan,CHN,124219
899,Kaiserslautern,DEU,100025
836,Kaifeng,CHN,510000
180,Kafr al-Shaykh,EGY,124819
177,Kafr al-Dawwar,EGY,231978
786,Kaduna,NGA,342200
480,Kadoma,JPN,138953
0,Kabul,AFG,1780000
353,Kabankalan,PHL,149769
719,JuÃ¡rez,MEX,1217818
114,JundÃ­aÃ­,BRA,296127
964,Junan,CHN,90222
132,Juazeiro do Norte,BRA,199636
87,Juazeiro,BRA,201073
65,JoÃ£o Pessoa,BRA,584029
42,JosÃ© C. Paz,ARG,221754
436,Jombang,IDN,92600
437,Jokohama [Yokohama],JPN,3339594
69,Joinville,BRA,428011
203,Johannesburg,ZAF,756653
482,Joetsu,JPN,133505
453,Jodhpur,IND,666279
916,JiÂ´an,CHN,148583
897,Jiutai,CHN,180130
182,Jirja,EGY,95400
833,Jinzhou,CHN,570000
959,Jinzhou,CHN,95761
910,Jinmen,CHN,160794
866,Jining,CHN,265248
918,Jinhua,CHN,144280
575,Jingdezhen,CHN,281183
615,Jincheng,CHN,136396
950,Jinchang,CHN,105287
543,Jinan,CHN,2278100
824,Jilin,CHN,1040000
957,Jieyang,CHN,98531
845,Jiaozuo,CHN,409100
624,Jiaonan,CHN,121397
900,Jiaohe,CHN,176367
600,Jiangyou,CHN,175753
586,Jiangyin,CHN,213659
875,Jiangmen,CHN,230587
814,Jhelum,PAK,145800
316,Jhansi,IND,300850
990,Jevpatorija,UKR,112000
68,Jessore,BGD,139710
535,Jessentuki,RUS,97900
621,Jerusalem,ISR,633700
193,Jerez de la Frontera,ESP,182660
138,JequiÃ©,BRA,179128
112,JaÃº,BRA,109965
434,Jaya Pura,IDN,94700
529,Jaunpur,IND,136062
177,JaraguÃ¡ do Sul,BRA,102580
313,Jamnagar,IND,341637
326,Jammu,IND,214737
874,Jamestown,SHN,1500
503,Jalna,IND,174985
482,Jalgaon,IND,242193
305,Jalandhar (Jullundur),IND,509510
524,Jakutsk,RUS,195400
402,Jakarta,IDN,9604900
295,Jaipur,IND,1458483
618,Jahrom,IRN,94200
919,Jaffna,LKA,149000
187,Jacobina,BRA,96131
99,JaboatÃ£o dos Guararapes,BRA,558680
472,Izumi,JPN,166979
965,Izmit (Kocaeli),TUR,210068
192,Ituiutaba,BRA,90507
155,Itu,BRA,132736
109,Itapetininga,BRA,119391
704,Itami,JPN,190886
118,Itaituba,BRA,101320
976,ItagÃ¼Ã­,COL,228985
91,Itabuna,BRA,182148
93,ItaboraÃ­,BRA,173977
958,Istanbul,TUR,8787958
970,Isparta,TUR,121911
734,Ishinomaki,JPN,120963
732,Isesaki,JPN,123285
502,Isehara,JPN,98123
750,Ise,JPN,101732
759,Isahaya,JPN,93058
586,Irbil,IRQ,485968
826,Iquitos,PER,367000
161,Iquique,CHL,177892
218,Ipswich,GBR,114000
654,Innsbruck,AUT,111752
525,Ingraj Bazar (English Bazar),IND,139204
444,Indore,IND,1091674
153,Indaiatuba,BRA,135968
754,Inazawa,JPN,98746
230,Imus,PHL,195482
128,Imperatriz,BRA,224564
735,Imabari,JPN,119357
223,Iloilo,PHL,365820
338,Iligan,PHL,285061
121,IlhÃ©us,BRA,254970
406,Ilam,IRN,126346
788,Ila,NGA,264000
671,Iksan,KOR,322685
791,Ikorodu,NGA,184900
493,Ikoma,JPN,111645
795,Ikare,NGA,140800
745,Iida,JPN,107583
753,Iguala de la Independencia,MEX,123883
275,Idfu,EGY,94200
670,Ichikawa,JPN,441893
458,Ichihara,JPN,279280
828,Ica,PER,194820
160,IbiritÃ©,BRA,125982
509,Ibb,YEM,103300
171,Ibarra,ECU,130643
691,Ibaraki,JPN,261020
998,Hyesan,PRK,178020
829,HuÃ¡nuco,PER,129688
878,Huzhou,CHN,218071
45,Hurlingham,ARG,170028
909,Huizhou,CHN,161023
515,Hugli-Chinsurah,IND,151806
297,Huelva,ESP,140583
141,Huddersfield,GBR,143726
965,Huangyan,CHN,89288
839,Huangshi,CHN,457601
635,Huangshan,CHN,102628
24,Huambo,AGO,163100
941,Hualien,TWN,108407
930,HuaiÂ´an,CHN,131149
874,Huaiyin,CHN,239675
830,Huainan,CHN,700000
933,Huaihua,CHN,126785
565,Huaibei,CHN,366549
955,Hradec KrÃ¡lovÃ©,CZE,98080
575,Hospet,IND,96322
361,Hoshiarpur,IND,122705
154,HortolÃ¢ndia,BRA,135755
902,Honiara,SLB,50100
941,Hongjiang,CHN,116188
593,Honghu,CHN,190772
540,Hong Gai,VNM,127484
826,Hohhot,CHN,916700
764,Hodeida,YEM,298500
39,Hobart,AUS,126118
717,Hitachinaka,JPN,148006
506,Hisar (Hissar),IND,172677
660,Hiroshima,JPN,1119117
705,Hirosaki,JPN,177522
461,Hiratsuka,JPN,254207
710,Hino,JPN,166770
375,Hindupur,IND,104651
928,Hims,SYR,507404
667,Himeji,JPN,475167
665,Higashiosaka,JPN,517785
892,Heze,CHN,189293
724,Hermosillo,MEX,608697
837,Hengyang,CHN,487148
952,Hengshui,CHN,104269
872,Helsingborg,SWE,117737
890,Heidelberg,DEU,139672
556,Hegang,CHN,520000
821,Hefei,CHN,1369100
881,Hebi,CHN,212976
573,Hazaribag,IND,97712
949,Hat Yai,THA,148632
582,Hassan,IND,90803
978,Harkova [Harkiv],UKR,1500000
520,Hardwar (Haridwar),IND,147305
812,Harbin,CHN,4289800
297,Haora (Howrah),IND,950435
904,Hanzhong,CHN,169930
538,Hanoi,VNM,1410000
816,Hangzhou,CHN,2190500
743,Handa,JPN,108600
82,Hamilton,BMU,1200
780,Hamilton,CAN,335614
605,Hami,CHN,161315
994,Hamhung,PRK,709730
664,Hamamatsu,JPN,568796
553,Halisahar,IND,114028
791,Halifax,CAN,113910
150,Halifax,GBR,91069
565,Haldwani-cum-Kathgodam,IND,104195
379,Haldia,IND,100347
636,Haining,CHN,100478
616,Hailun,CHN,133565
588,Haicheng,CHN,205560
244,Hagonoy,PHL,111425
997,Haeju,PRK,229172
570,Habra,IND,100223
490,Habikino,JPN,118968
6,Haarlemmermeer,NLD,110722
7,Haarlem,NLD,148772
1,Haag,NLD,440900
900,GÃ¼tersloh,DEU,95028
892,GÃ¶ttingen,DEU,124775
62,GÃ¤ncÃ¤,AZE,299300
301,Gwalior,IND,690765
303,Guwahati (Gauhati),IND,584342
535,Gurgaon,IND,128608
461,Guntur,IND,471051
475,Gulbarga,IND,304099
810,Gujrat,PAK,250121
807,Gujranwala,PAK,1124749
850,Guilin,CHN,364130
943,Guigang,CHN,114025
793,Guelph,CAN,103593
567,Gudivada,IND,101656
190,GuaÃ­ba,BRA,92224
750,Guaymas,MEX,130108
44,GuaymallÃ©n,ARG,200595
254,Guayaquil,ECU,2070040
733,Guasave,MEX,277201
61,Guarulhos,BRA,1095874
126,GuarujÃ¡,BRA,237206
508,Guarenas,VEN,165889
176,GuaratinguetÃ¡,BRA,103433
147,Guarapuava,BRA,160510
758,Guadalupe,MEX,108881
2,Groningen,NLD,172701
229,Grimsby,GBR,89000
853,Grenoble,FRA,153317
653,Graz,AUT,240967
190,Granada,ESP,244767
870,Gothenburg [GÃ¶teborg],SWE,466990
603,Gorgan,IRN,188710
459,Gorakhpur,IND,505566
876,Gongziling,CHN,226569
612,Gonbad-e Qabus,IRN,111253
660,Goma,COD,109094
93,GoiÃ¢nia,BRA,1056330
382,Godhra,IND,96813
527,Gloucester,CAN,107314
220,Gloucester,GBR,107000
840,Gliwice,POL,212164
54,Gjumri,ARM,211700
261,Giza,EGY,2221868
983,Giron,COL,90688
224,Gillingham,GBR,92000
571,Gilbert,USA,109697
286,GijÃ³n,ESP,267980
673,Gifu,JPN,408007
392,Gibraltar,GIB,27025
599,Ghulja,CHN,177193
307,Ghaziabad,IND,454156
296,Getafe,ESP,145371
212,Germiston,ZAF,164252
895,Gera,DEU,114718
264,Georgetown,GUY,254000
157,George Town,CYM,19600
323,George,ZAF,93818
75,Gent,BEL,224180
22,General San MartÃ­n,ARG,422542
367,General Mariano Alvarez,PHL,112446
60,Geelong,AUS,125382
839,Gdynia,POL,253521
837,Gdansk,POL,458988
74,Gazipur,BGD,96717
476,Gaya,IND,291675
433,Garut,IDN,95800
559,Garden Grove,USA,165196
584,Ganzhou,CHN,220129
509,Ganganagar,IND,161482
360,Gandhinagar,IND,123359
564,Gandhidham,IND,104585
530,Gadag Betigeri,IND,134051
87,Gaborone,BWA,213017
896,FÃ¼rth,DEU,109771
819,Fuzhou,CHN,1593800
598,Fuyang,CHN,179572
831,Fuxin,CHN,640000
822,Fushun,CHN,1200000
442,Funabashi,JPN,545299
601,Fuling,CHN,173878
449,Fukuyama,JPN,376921
499,Fukaya,JPN,102156
675,Fujisawa,JPN,372840
634,Fujin,CHN,103104
729,Fujieda,JPN,126897
463,Fuji,JPN,231527
293,Fuenlabrada,ESP,171173
697,Fuchu,JPN,220576
886,Freiburg im Breisgau,DEU,202455
88,Francistown,BWA,101805
79,Foz do IguaÃ§u,BRA,259425
572,Foshan,CHN,303160
59,Fortaleza,BRA,2097757
545,Fort Worth,USA,534694
47,Formosa,ARG,147636
428,ForlÃ¬,ITA,107475
424,Foggia,ITA,154891
977,Floridablanca,COL,221913
117,FlorianÃ³polis,BRA,281928
24,Florencio Varela,ARG,315432
982,Florencia,COL,108574
566,Flint,USA,124943
490,Firozabad,IND,215128
630,Firenze,ITA,376662
101,Ferraz de Vasconcelos,BRA,139283
639,Ferrara,ITA,132127
938,Fengyuan,TWN,161032
889,Fengcheng,CHN,193784
101,Feira de Santana,BRA,479992
496,Farrukhabad-cum-Fatehgarh,IND,194567
452,Faridabad,IND,703592
501,Fargona,UZB,180500
540,Faizabad,IND,124437
23,Fagatogo,ASM,2323
891,Ezhou,CHN,190123
34,Ezeiza,ARG,99578
145,Exeter,GBR,111000
185,EunÃ¡polis,BRA,96610
541,Etawah,IND,124072
877,Essen,DEU,599515
260,Esmeraldas,ECU,123045
601,Eslamshahr,IRN,265450
33,Escobar,ARG,116675
339,Erode,IND,159232
800,Epe,NGA,101000
652,Envigado,COL,135848
787,Enugu,NGA,316100
639,Enshi,CHN,93056
6,Enschede,NLD,149544
85,Embu,BRA,222223
964,ElÃ¢zig,TUR,228815
192,Elche [Elx],ESP,193174
715,El Araich,MAR,90400
535,Ekibastuz,KAZ,127200
799,Ejigbo,NGA,105900
4,Eindhoven,NLD,201843
778,Edmonton,CAN,616306
197,Edinburgh,GBR,450180
12,Ede,NLD,101574
22,Ech-Chleff (el-Asnam),DZA,96794
718,Ecatepec de Morelos,MEX,1620303
492,Ebina,JPN,115571
737,Ebetsu,JPN,118805
228,Eastbourne,GBR,90000
526,East York,CAN,114034
209,East London,ZAF,221047
901,DÃ¼ren,DEU,91092
927,Duyun,CHN,132971
308,Durgapur,IND,425836
517,Durg,IND,150645
204,Durban,ZAF,566120
63,Duque de Caxias,BRA,746758
999,Dunedin,NZL,119600
211,Dundee,GBR,146690
249,Dumaguete,PHL,102265
936,Dujiangyan,CHN,123357
136,Dudley,GBR,192171
620,Dublin,IRL,481854
27,Dubai,ARE,669181
96,Dourados,BRA,164716
152,Douglas,GBR,23487
514,Douala,CMR,1448300
979,Dos Quebradas,COL,159363
304,Dos Hermanas,ESP,94591
10,Dordrecht,NLD,119811
292,Donostia-San SebastiÃ¡n,ESP,179208
574,Dongying,CHN,281728
859,Dongwan,CHN,308669
890,Dongtai,CHN,192247
234,Dobric,BGR,100399
984,Dniprodzerzynsk,UKR,270000
166,Djibouti,DJI,383000
90,DivinÃ³polis,BRA,185047
183,Disuq,EGY,91300
324,Dire Dawa,ETH,164851
378,Dipolog,PHL,99862
500,Dindigul,IND,182477
69,Dinajpur,BGD,127815
361,Digos,PHL,125171
547,Dibrugarh,IND,120127
110,Diadema,BRA,335078
317,Dhule (Dhulia),IND,278317
887,Dezhou,CHN,195485
602,Dezful,IRN,202639
895,Deyang,CHN,182488
216,Dese,ETH,97314
537,Derbent,RUS,92300
812,Dera Ghazi Khan,PAK,188100
285,Depok,IDN,106800
273,Depok,IDN,365200
409,Denpasar,IDN,435000
529,Delta,CAN,95411
265,Delmas,HTI,240429
756,Delicias,MEX,116132
385,Delhi Cantonment,IND,94326
13,Delft,NLD,95268
318,Dehra Dun,IND,270159
921,DaÂ´an,CHN,138963
329,Davao,PHL,1147116
335,DasmariÃ±as,PHL,379520
324,Darbhanga,IND,218391
377,Daraga (Locsin),PHL,101031
553,Daqing,CHN,660000
268,Damanhur,EGY,212203
815,Dalian,CHN,2697000
923,Dali,CHN,136554
726,Daito,JPN,130594
359,Dagupan,PHL,130328
969,CÃºcuta,COL,606932
30,CÃ³rdoba,ARG,1157507
91,Curitiba,BRA,1584232
164,CuricÃ³,CHL,115766
721,CuliacÃ¡n,MEX,744859
103,CuiabÃ¡,BRA,453813
169,Cuenca,ECU,270353
362,Cuddapah,IND,121463
342,Cuddalore,IND,153086
178,CubatÃ£o,BRA,102372
745,Cuautla,MEX,153132
727,CuautitlÃ¡n Izcalli,MEX,452976
144,CriciÃºma,BRA,167661
148,Crawley,GBR,97000
132,Coventry,GBR,304000
52,Cotonou,BEN,536827
152,Cotia,BRA,140042
350,Cotabato,PHL,163849
763,Cosoleacaque,MEX,97199
193,CorumbÃ¡,BRA,90111
528,Coquitlam,CAN,101820
247,CopiapÃ³,CHL,120128
100,Contagem,BRA,520801
16,Constantine,DZA,443727
184,Conselheiro Lafaiete,BRA,97507
51,Concordia,ARG,116485
567,Concord,USA,121780
241,ConcepciÃ³n,CHL,217664
365,Concepcion,PHL,115171
397,Conakry,GIN,1090610
556,Columbus,USA,186291
569,Columbia,USA,116278
548,Colorado Springs,USA,360890
918,Colombo,LKA,645000
115,Colatina,BRA,107354
449,Coimbatore,IND,816321
117,CodÃ³,BRA,103153
977,Cockburn Town,TCA,4800
457,Cochin (Kochi),IND,564589
55,Cochabamba,BOL,482800
734,Coatzacoalcos,MEX,267037
862,Cluj-Napoca,ROM,332498
949,Cixi,CHN,107329
395,Ciudad de Guatemala,GTM,823301
429,Citeureup,IDN,105100
414,Ciputat,IDN,270800
284,Ciparay,IDN,111500
278,Ciomas,IDN,187400
417,Cimanggis,IDN,205100
411,Cimahi,IDN,344600
427,Cilegon,IDN,117000
277,Cilacap,IDN,206900
692,Ciego de Ãvila,CUB,98505
431,Cibinong,IDN,101300
976,ChÃ¤rjew,TKM,189200
934,Chungli,TWN,318649
845,ChorzÃ³w,POL,121708
668,Chonju,KOR,563153
811,Chongqing,CHN,6351600
679,Chong-up,KOR,139111
701,Chofu,JPN,201585
353,Chittoor,IND,133462
42,Chittagong,BGD,1392860
819,Chishtian Mandi,PAK,101700
681,Chinhae,KOR,125997
771,Chimoio,MOZ,171056
722,Chihuahua,MEX,670208
568,Chifeng,CHN,350077
440,Chiba,JPN,863930
935,Chiayi,TWN,265109
579,Chhindwara,IND,93731
602,Chenzhou,CHN,169400
440,Chennai (Madras),IND,3841396
813,Chengdu,CHN,3361500
580,Chengde,CHN,246799
219,Cheltenham,GBR,106000
223,Chelmsford,GBR,97451
210,Chatsworth,ZAF,189885
76,Charleroi,BEL,200827
527,Chapra,IND,136877
100,ChapecÃ³,BRA,144158
571,Chaozhou,CHN,313469
834,Changzhou,CHN,530000
857,Changzhi,CHN,317144
596,Changshu,CHN,181805
618,Changji,CHN,132260
573,Changde,CHN,301276
487,Chandrapur,IND,226105
460,Chandigarh,IND,504094
363,Chandannagar,IND,120378
380,Champdani,IND,98818
737,Chalco,MEX,222201
651,Cesena,ITA,89852
725,Centro (Villahermosa),MEX,519873
59,Central Coast,AUS,227657
860,Cayenne,GUF,50699
379,Cavite,PHL,99367
125,Caucaia,BRA,238738
374,Cauayan,PHL,103952
430,Catanzaro,ITA,96700
631,Catania,ITA,337862
114,Catanduva,BRA,107761
104,Castanhal,BRA,127634
83,Cascavel,BRA,237510
709,Casablanca,MAR,2940623
509,CarÃºpano,VEN,119639
123,Caruaru,BRA,244247
980,Cartago,COL,125884
645,Cartagena,COL,805757
111,Cariacica,BRA,319033
505,Caracas,VEN,1975294
305,Cape Town,ZAF,2352121
115,Canoas,BRA,294125
581,Cangzhou,CHN,242708
58,Canberra,AUS,322723
70,Campos dos Goytacazes,BRA,398418
98,Campo Grande,BRA,649593
94,Campinas,BRA,950043
108,Campina Grande,BRA,352497
